activity_id,user_id,username,activity_type,ip_address,device,browser,location,login_count,timestamp,description
328,39,adyde93,Login,11.220.176.150,Microsoft Surface Pro,Microsoft Edge,Takayama,6,2024-04-07T14:59:46Z,User logged in from IP 11.220.176.150 using Microsoft Edge on Microsoft Surface Pro.
329,43,jtejero94,Password Change,72.36.253.198,Xiaomi Mi 11,Safari,Talayan,45,2024-10-30T08:25:13Z,User changed password successfully.
330,3,mwadsworth95,Logout,93.6.178.57,HP Pavilion Laptop,Opera,‘Irbīn,80,2024-07-27T13:09:24Z,Logout detected from ‘Irbīn using HP Pavilion Laptop.
331,8,vcosh96,Password Change,207.130.208.194,Microsoft Surface Pro,Brave,Santa Lucia,100,2024-02-10T23:29:36Z,Password changed from IP 207.130.208.194 on Microsoft Surface Pro.
332,21,mlowther97,Login,113.231.129.106,OnePlus 9,Microsoft Edge,Mhlambanyatsi,93,2024-06-19T02:11:26Z,New login detected from OnePlus 9 in Mhlambanyatsi.
333,43,bcumpsty98,Logout,166.75.81.9,Microsoft Surface Pro,Opera,Soko,44,2024-01-31T05:38:44Z,Logout detected from Soko using Microsoft Surface Pro.
334,8,heirwin99,Logout,37.28.113.12,Dell XPS 13,Google Chrome,Pa Tio,59,2024-10-14T02:56:14Z,User logged out of the system successfully.
335,40,aroset9a,Login,64.89.96.227,Microsoft Surface Pro,Mozilla Firefox,Quipot,86,2024-09-02T05:25:47Z,User accessed the account via Mozilla Firefox from 64.89.96.227.
336,8,bhuggill9b,Password Change,40.68.10.145,Dell XPS 13,Microsoft Edge,Aoyang,35,2024-07-03T17:45:05Z,User updated security credentials successfully.
337,28,mcristofolo9c,Login,223.208.140.229,Xiaomi Mi 11,Google Chrome,Kertosari,11,2023-12-29T21:51:40Z,Login detected from Kertosari using Xiaomi Mi 11.
338,26,lcrombleholme9d,Password Change,167.207.224.130,MacBook Pro,Brave,Duyên Hải,50,2025-01-10T19:13:47Z,Password updated from Duyên Hải on MacBook Pro.
339,44,pcreane9e,Login,134.50.46.206,MacBook Pro,Mozilla Firefox,Almendra,38,2024-11-21T06:43:38Z,User accessed the account via Mozilla Firefox from 134.50.46.206.
340,27,fdelacroix9f,Logout,198.97.84.131,Google Pixel 7,Opera,Boa Vista,32,2023-12-24T12:37:10Z,User logged out of the system successfully.
341,39,mblaszczak9g,Logout,222.135.211.31,Samsung Galaxy S22,Google Chrome,Zhuping,70,2024-12-21T10:34:31Z,Session closed from IP 222.135.211.31 and Samsung Galaxy S22.
342,18,tbestwall9h,Password Change,225.164.245.56,HP Pavilion Laptop,Safari,Yidian,50,2024-10-17T01:33:48Z,User changed password successfully.
343,11,bbrocket9i,Password Change,175.196.143.67,Google Pixel 7,Safari,Kalodzishchy,32,2024-10-23T01:44:55Z,Password changed from IP 175.196.143.67 on Google Pixel 7.
344,32,mpryce9j,Password Change,244.205.33.1,Google Pixel 7,Mozilla Firefox,Maicao,87,2024-02-23T09:32:37Z,User changed password successfully.
345,2,mpizey9k,Logout,0.189.136.246,Microsoft Surface Pro,Opera,Da’an,51,2024-12-13T00:36:07Z,Session closed from IP 0.189.136.246 and Microsoft Surface Pro.
346,49,kwillisch9l,Login,55.109.113.124,Dell XPS 13,Microsoft Edge,Panyingkiran,87,2024-06-27T23:17:22Z,Login detected from Panyingkiran using Dell XPS 13.
347,14,glaytham9m,Logout,31.70.164.165,Xiaomi Mi 11,Microsoft Edge,Shreveport,57,2024-01-05T03:44:11Z,User ended their session from Xiaomi Mi 11 at 2024-01-05T03:44:11Z.
348,9,ckelner9n,Login,147.113.243.29,Dell XPS 13,Microsoft Edge,Las Palmas,73,2024-03-20T00:55:34Z,Login attempt successful from Las Palmas using Microsoft Edge.
349,44,cbrogiotti9o,Logout,230.234.212.195,Microsoft Surface Pro,Google Chrome,Xingguo,78,2024-06-27T09:27:15Z,User logged out from the account on Google Chrome.
350,18,rbrunstan9p,Login,83.16.161.226,OnePlus 9,Microsoft Edge,Bingfang,98,2023-12-26T03:54:52Z,User accessed the account via Microsoft Edge from 83.16.161.226.
351,4,gpetrasch9q,Password Change,172.187.15.247,Dell XPS 13,Safari,Maoping,56,2024-08-12T17:30:19Z,User changed password successfully.
352,20,zgurton9r,Password Change,92.13.181.13,Samsung Galaxy S22,Microsoft Edge,Jequitinhonha,51,2024-02-06T10:49:00Z,User reset their password after a security request.
353,17,fbenyan9s,Login,104.141.216.14,Lenovo ThinkPad,Google Chrome,Vicuña,6,2025-01-09T22:16:18Z,User successfully logged into the system from Vicuña on Lenovo ThinkPad.
354,38,oorys9t,Logout,33.199.63.206,Lenovo ThinkPad,Opera,Popayán,21,2024-01-30T00:08:35Z,User logged out of the system successfully.
355,32,kcumbridge9u,Logout,65.213.65.215,Microsoft Surface Pro,Safari,Huanggang,45,2024-06-24T10:51:44Z,Logout completed from Safari on Microsoft Surface Pro.
356,39,battenbrow9v,Password Change,144.197.31.252,MacBook Pro,Brave,Dongzhou,64,2024-05-16T13:15:15Z,Password reset completed for user.
357,30,ajudkin9w,Logout,252.41.20.90,iPhone 14,Opera,Yubileynyy,12,2024-08-02T17:15:47Z,User logged out of the system successfully.
358,38,ddreye9x,Logout,96.102.178.132,Microsoft Surface Pro,Mozilla Firefox,Jinchang,41,2024-05-17T12:00:45Z,Session closed from IP 96.102.178.132 and Microsoft Surface Pro.
359,34,tantoniottii9y,Password Change,91.52.175.238,iPhone 14,Mozilla Firefox,Ban Selaphum,24,2024-06-26T14:42:25Z,User updated security credentials successfully.
360,22,vcapstack9z,Login,191.126.157.69,Google Pixel 7,Brave,Giraldo,32,2024-02-29T22:24:41Z,User logged in from a new device: Google Pixel 7 at 2024-02-29T22:24:41Z.
361,33,ubanishevitza0,Logout,79.29.75.106,Lenovo ThinkPad,Brave,Thị Trấn Yên Cát,39,2024-10-25T13:41:35Z,User logged out from the account on Brave.
362,34,cchennellsa1,Login,67.197.133.17,Lenovo ThinkPad,Mozilla Firefox,Delareyville,90,2025-01-18T11:04:03Z,New login detected from Lenovo ThinkPad in Delareyville.
363,32,smcartea2,Password Change,96.175.175.226,OnePlus 9,Google Chrome,Lianrao,39,2024-04-18T07:41:27Z,Password modification successful for account.
364,45,slarhama3,Password Change,101.173.193.32,MacBook Pro,Brave,Wodzierady,37,2024-08-04T08:59:00Z,User changed their password at 2024-08-04T08:59:00Z.
365,12,vcrudena4,Logout,240.188.133.177,MacBook Pro,Opera,Lupon,10,2024-04-23T18:15:46Z,Session terminated for user on MacBook Pro.
366,14,wloomesa5,Login,80.69.173.96,Microsoft Surface Pro,Google Chrome,Okpoga,75,2024-07-11T02:36:31Z,New login detected from Microsoft Surface Pro in Okpoga.
367,26,creadetta6,Login,214.241.155.136,Lenovo ThinkPad,Google Chrome,Gornji Grad,76,2024-08-14T05:46:40Z,User successfully logged into the system from Gornji Grad on Lenovo ThinkPad.
368,9,ceatttoka7,Password Change,105.252.188.182,Samsung Galaxy S22,Google Chrome,Metlika,30,2024-05-28T02:20:51Z,User updated their account password.
369,9,adenorea8,Logout,178.56.107.20,HP Pavilion Laptop,Safari,Nanzhang Chengguanzhen,6,2024-08-27T23:28:34Z,Logout detected from Nanzhang Chengguanzhen using HP Pavilion Laptop.
370,2,rsivessa9,Password Change,168.248.164.56,iPhone 14,Safari,Takeo,65,2025-01-27T05:35:07Z,Password modification successful for account.
371,8,hcrombieaa,Password Change,90.44.100.224,Google Pixel 7,Opera,Tongjin,20,2023-12-02T18:07:59Z,Password changed from IP 90.44.100.224 on Google Pixel 7.
372,3,cabrahamowitczab,Password Change,219.88.150.70,HP Pavilion Laptop,Microsoft Edge,Hongtu,4,2024-04-01T18:09:18Z,User changed password successfully.
373,43,adowdallac,Password Change,14.243.52.93,Lenovo ThinkPad,Brave,Bosilovo,60,2024-08-06T01:22:23Z,Password updated from Bosilovo on Lenovo ThinkPad.
374,14,xrupkead,Logout,150.23.200.38,iPhone 14,Opera,Cabuyaro,75,2024-04-18T16:04:58Z,User logged out from the account on Opera.
375,10,djimmesae,Password Change,51.101.37.147,iPhone 14,Safari,Mandala,7,2024-02-07T20:15:10Z,User updated their account password.
376,16,smorillasaf,Password Change,52.191.204.196,Xiaomi Mi 11,Opera,Xia’ertai,1,2024-01-16T15:25:11Z,Password reset completed for user.
377,48,cwinstanleyag,Password Change,228.85.90.64,Dell XPS 13,Safari,Capira,16,2024-08-21T15:15:15Z,User updated security credentials successfully.
378,27,jdawbyah,Login,65.108.254.96,Microsoft Surface Pro,Microsoft Edge,Bhalil,76,2024-08-06T19:55:45Z,New login detected from Microsoft Surface Pro in Bhalil.
379,34,mchallinai,Password Change,129.207.187.51,Samsung Galaxy S22,Mozilla Firefox,Leuwihalang,63,2024-03-10T12:40:03Z,Password updated from Leuwihalang on Samsung Galaxy S22.
380,7,jlocockaj,Login,155.85.219.163,Microsoft Surface Pro,Google Chrome,Logung,56,2024-04-10T04:18:28Z,Login attempt successful from Logung using Google Chrome.
381,20,rfalkak,Login,149.231.110.143,HP Pavilion Laptop,Mozilla Firefox,Mjölby,0,2025-01-04T19:52:27Z,User successfully logged into the system from Mjölby on HP Pavilion Laptop.
382,46,ftooneal,Logout,25.104.165.188,Xiaomi Mi 11,Mozilla Firefox,San Remigio,53,2024-08-18T14:04:37Z,User logged out of the system successfully.
383,28,rstookesam,Login,64.29.192.200,Xiaomi Mi 11,Mozilla Firefox,Yallahs,46,2024-05-16T18:44:09Z,New login detected from Xiaomi Mi 11 in Yallahs.
384,12,ahardagean,Login,225.249.107.199,iPhone 14,Brave,Dziewin,52,2024-07-19T05:21:43Z,User logged in from IP 225.249.107.199 using Brave on iPhone 14.
385,40,tgodbertao,Login,83.151.180.182,MacBook Pro,Brave,Kalanchak,45,2024-10-21T04:56:11Z,Login detected from Kalanchak using MacBook Pro.
386,8,drubinsohnap,Password Change,27.165.2.186,Samsung Galaxy S22,Google Chrome,Mautapaga Bawah,20,2024-01-05T17:57:57Z,User reset their password after a security request.
387,46,edelfaq,Password Change,82.135.161.81,Dell XPS 13,Mozilla Firefox,Magitang,19,2023-12-13T19:00:37Z,Password updated from Magitang on Dell XPS 13.
388,29,mlambdonar,Password Change,124.174.203.60,Lenovo ThinkPad,Safari,Caridad,50,2024-04-22T07:39:09Z,Password updated from Caridad on Lenovo ThinkPad.
389,41,apurselowas,Password Change,227.254.154.127,Microsoft Surface Pro,Safari,Gayamdesa,57,2024-07-07T19:40:06Z,Password reset completed for user.
390,18,hchazelasat,Logout,255.37.161.69,Microsoft Surface Pro,Mozilla Firefox,Donglai,16,2024-07-24T05:41:33Z,User logged out of the system successfully.
391,11,diwanickiau,Login,146.31.190.100,MacBook Pro,Brave,Richmond,6,2024-12-21T07:14:27Z,New login detected from MacBook Pro in Richmond.
392,19,hgagenav,Login,125.243.203.15,Lenovo ThinkPad,Opera,Vatutino,9,2023-12-24T07:59:35Z,Login attempt successful from Vatutino using Opera.
393,30,cstensonaw,Login,94.40.75.19,HP Pavilion Laptop,Opera,Klau,29,2024-03-19T19:05:05Z,Login detected from Klau using HP Pavilion Laptop.
394,37,jhowerdax,Login,210.238.188.37,Google Pixel 7,Mozilla Firefox,Penglai,90,2024-11-30T02:15:26Z,User logged in from mobile device Google Pixel 7 using Mozilla Firefox.
395,34,sdeinertay,Password Change,119.114.169.122,MacBook Pro,Mozilla Firefox,Mirnyy,17,2025-01-01T12:06:28Z,User updated security credentials successfully.
396,10,tskamalaz,Password Change,189.245.251.64,Google Pixel 7,Microsoft Edge,Straszydle,55,2024-12-02T05:44:42Z,Password changed from IP 189.245.251.64 on Google Pixel 7.
397,26,mpietzkerb0,Logout,65.245.205.29,Lenovo ThinkPad,Mozilla Firefox,Bërxull,8,2024-01-14T10:51:55Z,Session terminated for user on Lenovo ThinkPad.
398,9,wmancerb1,Login,113.122.119.133,Google Pixel 7,Opera,Nakano,8,2023-12-11T18:57:26Z,User successfully logged into the system from Nakano on Google Pixel 7.
399,41,bmaitlandb2,Login,66.164.205.144,Samsung Galaxy S22,Microsoft Edge,Anjani Barat,85,2023-12-07T05:28:31Z,User accessed the account via Microsoft Edge from 66.164.205.144.
400,39,mmonteauxb3,Password Change,54.203.45.187,iPhone 14,Safari,Bharatpur,8,2024-12-28T07:43:34Z,Password modification successful for account.
401,9,mcumob4,Password Change,159.254.90.182,OnePlus 9,Microsoft Edge,Albuquerque,61,2023-12-07T08:34:53Z,Password modification successful for account.
402,4,ndrinkhallb5,Login,195.194.4.171,Xiaomi Mi 11,Safari,Qesarya,66,2024-01-14T01:02:02Z,Login detected from Qesarya using Xiaomi Mi 11.
403,27,lyerbornb6,Logout,31.195.106.79,Lenovo ThinkPad,Brave,Xuexi,63,2024-11-30T11:18:46Z,Session terminated for user on Lenovo ThinkPad.
404,20,lnewvellb7,Password Change,27.207.177.197,Dell XPS 13,Opera,Homa Bay,50,2024-04-10T21:36:54Z,User updated their account password.
405,37,cmaffyb8,Login,165.126.233.25,Lenovo ThinkPad,Opera,Liantan,18,2024-11-21T02:01:20Z,Login attempt successful from Liantan using Opera.
406,21,tprinnettb9,Login,153.120.190.79,MacBook Pro,Microsoft Edge,Frederiksberg,63,2023-12-19T15:54:28Z,User successfully logged into the system from Frederiksberg on MacBook Pro.
407,26,brockeyba,Logout,123.58.9.111,Samsung Galaxy S22,Microsoft Edge,Hässleholm,12,2024-12-21T23:24:33Z,User logged out from the account on Microsoft Edge.
408,17,flovelessbb,Login,65.13.121.78,Xiaomi Mi 11,Opera,Sanjiang,7,2024-06-04T13:31:02Z,New login detected from Xiaomi Mi 11 in Sanjiang.
409,26,clappinbc,Password Change,164.107.199.232,Microsoft Surface Pro,Brave,Qusar,0,2024-08-28T09:05:36Z,Password modification successful for account.
410,2,sitzakovitzbd,Password Change,191.114.86.239,Lenovo ThinkPad,Google Chrome,Marmande,93,2024-01-29T12:57:30Z,Password reset completed for user.
411,45,pkeggbe,Logout,175.19.81.210,Lenovo ThinkPad,Google Chrome,Mvomero,33,2024-03-03T07:05:41Z,User logged out of the system successfully.
412,29,clilywhitebf,Login,11.55.250.198,HP Pavilion Laptop,Mozilla Firefox,Ust’-Koksa,23,2024-01-01T08:50:44Z,User logged in from mobile device HP Pavilion Laptop using Mozilla Firefox.
413,21,dseatterbg,Login,195.113.169.65,OnePlus 9,Mozilla Firefox,Suure-Jaani,16,2024-05-16T03:39:52Z,User logged in from IP 195.113.169.65 using Mozilla Firefox on OnePlus 9.
414,39,glestorbh,Password Change,210.72.60.206,Google Pixel 7,Mozilla Firefox,Jiblah,66,2024-01-14T20:23:22Z,User changed password successfully.
415,48,gdrayseybi,Password Change,28.171.158.197,iPhone 14,Microsoft Edge,Chishan,42,2024-07-25T16:21:38Z,Password reset completed for user.
416,28,shalladbj,Login,156.30.198.4,OnePlus 9,Microsoft Edge,Słubice,77,2023-12-09T19:34:42Z,Login detected from Słubice using OnePlus 9.
417,46,hkepebk,Login,62.214.232.203,Dell XPS 13,Microsoft Edge,Puerto Santander,30,2024-03-02T00:33:59Z,User successfully logged into the system from Puerto Santander on Dell XPS 13.
418,20,asmidmoorbl,Password Change,193.229.244.216,iPhone 14,Safari,Nao,77,2024-05-08T07:51:32Z,User updated security credentials successfully.
419,32,dgrahlbm,Password Change,170.54.154.138,OnePlus 9,Opera,Lamadong,62,2024-09-17T14:52:27Z,User changed password successfully.
420,47,afallabn,Password Change,11.206.131.77,Microsoft Surface Pro,Microsoft Edge,Khānewāl,98,2025-01-03T20:58:33Z,Password changed from IP 11.206.131.77 on Microsoft Surface Pro.
421,7,kwestcarbo,Password Change,73.207.59.215,Xiaomi Mi 11,Opera,Taoyuan,97,2024-05-01T08:36:26Z,Password reset completed for user.
422,37,ebirkettbp,Login,131.164.191.119,Lenovo ThinkPad,Opera,Xinglong,41,2024-07-28T22:52:19Z,User logged in from IP 131.164.191.119 using Opera on Lenovo ThinkPad.
423,41,marnaldbq,Password Change,113.169.57.85,MacBook Pro,Mozilla Firefox,Bendilwungu Lor,68,2024-04-23T12:08:35Z,Password updated from Bendilwungu Lor on MacBook Pro.
424,9,mimmbr,Login,225.236.73.188,Samsung Galaxy S22,Brave,Libacao,79,2024-03-28T11:51:14Z,User logged in from mobile device Samsung Galaxy S22 using Brave.
425,17,dmactimpanybs,Logout,190.64.232.123,Samsung Galaxy S22,Safari,Padabeunghar,60,2024-02-29T19:07:53Z,Session closed from IP 190.64.232.123 and Samsung Galaxy S22.
426,44,glomazbt,Logout,171.118.97.75,Google Pixel 7,Mozilla Firefox,Jequié,68,2024-12-16T05:36:06Z,User ended their session from Google Pixel 7 at 2024-12-16T05:36:06Z.
427,7,thustingsbu,Logout,18.53.49.86,Microsoft Surface Pro,Safari,San Emilio,0,2025-01-26T23:15:12Z,Logout detected from San Emilio using Microsoft Surface Pro.
428,47,yhatherleybv,Login,248.106.141.188,iPhone 14,Opera,Gorelki,47,2024-04-19T09:24:05Z,Login detected from Gorelki using iPhone 14.
429,6,nmaccaughanbw,Login,252.24.51.160,iPhone 14,Brave,Chastyye,83,2024-04-14T08:53:40Z,User accessed the account via Brave from 252.24.51.160.
430,35,cwoollettbx,Logout,168.86.184.73,Samsung Galaxy S22,Opera,Katsikás,74,2024-04-28T21:31:47Z,Logout detected from Katsikás using Samsung Galaxy S22.
431,3,tshowalterby,Password Change,65.71.224.119,Dell XPS 13,Mozilla Firefox,Chengxi,86,2024-04-02T08:42:42Z,User changed their password at 2024-04-02T08:42:42Z.
432,14,goxterbybz,Login,69.172.140.44,Microsoft Surface Pro,Google Chrome,Sävsjö,72,2024-08-14T00:34:27Z,User accessed the account via Google Chrome from 69.172.140.44.
433,10,bsquiresc0,Logout,15.143.183.53,OnePlus 9,Google Chrome,Łomianki,66,2025-01-12T13:41:45Z,User logged out from IP 15.143.183.53.
434,37,crizzielloc1,Password Change,54.112.170.88,HP Pavilion Laptop,Safari,Callanca,85,2024-01-13T08:44:39Z,Password reset completed for user.
435,48,vroukec2,Logout,143.42.236.57,OnePlus 9,Opera,Pallasovka,32,2024-09-20T22:21:52Z,Logout detected from Pallasovka using OnePlus 9.
436,4,dmartonc3,Login,151.13.72.82,MacBook Pro,Opera,Grebenskaya,68,2024-09-01T11:53:45Z,Login attempt successful from Grebenskaya using Opera.
437,1,elatheyc4,Login,226.216.251.72,iPhone 14,Google Chrome,Tingsryd,42,2023-12-02T22:25:52Z,User accessed the account via Google Chrome from 226.216.251.72.
438,35,wdalgarnowchc5,Password Change,140.120.204.240,Xiaomi Mi 11,Microsoft Edge,Shamkhor,71,2023-12-08T05:56:30Z,Password updated from Shamkhor on Xiaomi Mi 11.
439,22,ghubertc6,Login,126.81.240.168,Xiaomi Mi 11,Opera,Tsurib,38,2024-09-25T12:14:25Z,User successfully logged into the system from Tsurib on Xiaomi Mi 11.
440,17,ckarbyc7,Logout,107.196.63.255,Xiaomi Mi 11,Safari,Ceerigaabo,60,2024-06-03T17:11:07Z,Session terminated for user on Xiaomi Mi 11.
441,7,bbalfrec8,Password Change,183.140.213.241,Xiaomi Mi 11,Brave,Bremen,47,2024-03-17T00:43:43Z,User updated their account password.
442,38,bkillingbeckc9,Login,199.224.174.128,Google Pixel 7,Google Chrome,Zaragoza,6,2024-04-18T07:51:12Z,User logged in from IP 199.224.174.128 using Google Chrome on Google Pixel 7.
443,32,mvaleca,Password Change,76.202.140.23,iPhone 14,Opera,Chama,89,2024-11-09T03:32:47Z,User updated security credentials successfully.
444,46,sloaldaycb,Login,222.246.211.157,MacBook Pro,Opera,Dolgoprudnyy,8,2024-09-07T17:18:15Z,User successfully logged into the system from Dolgoprudnyy on MacBook Pro.
445,31,gmizzencc,Logout,11.109.3.238,Google Pixel 7,Microsoft Edge,Zibreira,12,2024-10-15T00:10:57Z,User logged out of the system successfully.
446,11,acianicd,Logout,210.237.138.152,Samsung Galaxy S22,Microsoft Edge,Sablé-sur-Sarthe,50,2024-01-29T14:48:15Z,User signed out from their account on Samsung Galaxy S22.
447,33,dverriource,Password Change,218.204.177.72,HP Pavilion Laptop,Google Chrome,Lobanovo,96,2024-05-25T14:01:04Z,Password updated from Lobanovo on HP Pavilion Laptop.
448,48,cbonnettcf,Login,45.84.207.205,Samsung Galaxy S22,Microsoft Edge,Kudusan,67,2024-09-16T00:26:16Z,New login detected from Samsung Galaxy S22 in Kudusan.
449,26,mprimarolocg,Password Change,84.59.114.32,Samsung Galaxy S22,Mozilla Firefox,Halmstad,22,2025-01-05T20:43:44Z,Password reset completed for user.
450,45,gobeech,Login,207.85.232.15,Google Pixel 7,Opera,Tomepampa,66,2025-01-24T02:34:29Z,User logged in from a new device: Google Pixel 7 at 2025-01-24T02:34:29Z.
451,29,acastellinici,Password Change,228.173.16.112,Samsung Galaxy S22,Brave,Phoenix,100,2024-08-28T09:23:02Z,Password changed from IP 228.173.16.112 on Samsung Galaxy S22.
452,3,fwogdencj,Login,24.21.34.72,Samsung Galaxy S22,Brave,Kuantan,17,2024-06-15T08:51:20Z,New login detected from Samsung Galaxy S22 in Kuantan.
453,46,sdukesck,Login,247.25.24.212,Lenovo ThinkPad,Safari,Tomelilla,68,2024-06-29T18:06:07Z,User accessed the account via Safari from 247.25.24.212.
454,30,ibuckleycl,Login,13.186.246.253,iPhone 14,Brave,Shuangqiaoping,9,2024-02-01T06:13:20Z,User logged in from a new device: iPhone 14 at 2024-02-01T06:13:20Z.
455,46,mdunnecm,Logout,87.193.16.142,Google Pixel 7,Microsoft Edge,Guhuai,39,2024-12-10T03:32:12Z,Logout detected from Guhuai using Google Pixel 7.
456,27,gstorescn,Logout,199.226.98.11,MacBook Pro,Safari,København,81,2023-12-30T01:56:32Z,User signed out from their account on MacBook Pro.
457,20,buphillco,Logout,22.44.5.51,Lenovo ThinkPad,Safari,Sagana,15,2024-10-27T12:17:29Z,Logout completed from Safari on Lenovo ThinkPad.
458,32,hgossecp,Login,107.64.71.177,MacBook Pro,Mozilla Firefox,Quba,1,2024-04-09T15:59:10Z,Login attempt successful from Quba using Mozilla Firefox.
459,7,hklasscq,Logout,40.80.108.156,HP Pavilion Laptop,Mozilla Firefox,Huancheng,28,2024-10-09T21:55:55Z,Logout detected from Huancheng using HP Pavilion Laptop.
460,5,bstonhewercr,Logout,238.106.24.188,iPhone 14,Google Chrome,San Jose,83,2023-12-11T11:22:50Z,Session terminated for user on iPhone 14.
461,20,sduffellcs,Logout,134.93.245.92,Google Pixel 7,Microsoft Edge,Melfi,44,2024-02-10T08:51:01Z,User logged out from IP 134.93.245.92.
462,17,vkelloughct,Password Change,199.6.37.195,Microsoft Surface Pro,Mozilla Firefox,Wilwerwiltz,80,2024-03-09T23:34:55Z,User updated security credentials successfully.
463,8,kandresencu,Login,121.69.216.184,iPhone 14,Mozilla Firefox,Säffle,17,2023-12-10T06:18:01Z,User successfully logged into the system from Säffle on iPhone 14.
464,46,chendrickcv,Password Change,195.24.100.208,HP Pavilion Laptop,Mozilla Firefox,Pereira Barreto,70,2024-07-15T17:27:47Z,User updated security credentials successfully.
465,39,lmurleycw,Login,129.2.13.181,Samsung Galaxy S22,Safari,Mosjøen,27,2024-07-06T14:17:17Z,Login detected from Mosjøen using Samsung Galaxy S22.
466,43,blaurencecx,Login,193.182.17.223,OnePlus 9,Google Chrome,São José,34,2023-12-04T19:21:04Z,Login attempt successful from São José using Google Chrome.
467,50,mmainzcy,Logout,176.141.133.14,MacBook Pro,Brave,Haiphong,70,2024-05-10T05:06:38Z,User logged out from IP 176.141.133.14.
468,27,tmingotticz,Login,194.120.222.138,Dell XPS 13,Google Chrome,Harembo,57,2024-10-31T20:58:25Z,Login detected from Harembo using Dell XPS 13.
469,43,itorbeckd0,Login,86.228.133.217,Lenovo ThinkPad,Microsoft Edge,Przybyszówka,93,2024-10-04T22:07:10Z,User logged in from mobile device Lenovo ThinkPad using Microsoft Edge.
470,22,ckeeled1,Login,183.95.103.22,MacBook Pro,Microsoft Edge,Lebao,18,2024-11-02T19:34:22Z,User logged in from mobile device MacBook Pro using Microsoft Edge.
471,47,kkynettd2,Logout,146.239.79.156,iPhone 14,Google Chrome,Sosnówka,75,2024-02-15T04:57:07Z,User signed out from their account on iPhone 14.
472,20,gshaldersd3,Password Change,190.111.4.177,OnePlus 9,Mozilla Firefox,Campo Quijano,77,2024-06-06T14:46:19Z,Password changed from IP 190.111.4.177 on OnePlus 9.
473,22,bschultd4,Logout,45.25.31.24,HP Pavilion Laptop,Safari,Katyuzhanka,30,2024-07-09T08:59:46Z,Session closed from IP 45.25.31.24 and HP Pavilion Laptop.
474,47,cfonzod5,Logout,162.74.254.27,Lenovo ThinkPad,Brave,Jincheng,18,2025-01-25T12:59:32Z,User ended their session from Lenovo ThinkPad at 2025-01-25T12:59:32Z.
475,50,rfeildd6,Login,138.161.195.166,MacBook Pro,Safari,Calauag,44,2024-12-27T12:42:44Z,Login detected from Calauag using MacBook Pro.
476,21,cmunfordd7,Password Change,72.179.78.162,iPhone 14,Safari,Dunlewy,26,2024-12-03T23:16:04Z,Password modification successful for account.
477,35,vbrandtd8,Login,53.41.129.150,Dell XPS 13,Mozilla Firefox,Nangerang,73,2024-11-26T21:28:25Z,New login detected from Dell XPS 13 in Nangerang.
478,3,pbordissd9,Password Change,36.3.194.254,Samsung Galaxy S22,Mozilla Firefox,Chambellan,56,2024-02-23T00:03:29Z,Password changed from IP 36.3.194.254 on Samsung Galaxy S22.
479,16,tlunkda,Logout,158.129.95.146,OnePlus 9,Google Chrome,Lysekil,27,2024-02-19T10:00:51Z,User ended their session from OnePlus 9 at 2024-02-19T10:00:51Z.
480,48,cglydedb,Login,113.189.47.198,OnePlus 9,Brave,Drammen,18,2024-03-20T19:54:09Z,User accessed the account via Brave from 113.189.47.198.
481,41,sdillistondc,Logout,250.35.86.213,HP Pavilion Laptop,Safari,Calumpang,55,2024-07-21T23:57:22Z,User logged out of the system successfully.
482,40,clockhartdd,Logout,225.152.63.148,iPhone 14,Opera,Quiling,8,2024-01-04T19:32:21Z,Session terminated for user on iPhone 14.
483,45,bmaccaullde,Login,58.30.244.54,OnePlus 9,Opera,Härnösand,97,2025-01-31T21:05:01Z,User logged in from mobile device OnePlus 9 using Opera.
484,22,hginitydf,Password Change,195.244.49.108,Microsoft Surface Pro,Google Chrome,Pinggang,21,2024-02-16T01:56:35Z,User changed their password at 2024-02-16T01:56:35Z.
485,11,gsapautondg,Password Change,12.64.172.152,iPhone 14,Safari,Vista Hermosa,14,2024-06-17T18:33:38Z,Password updated from Vista Hermosa on iPhone 14.
486,13,rzmitrovichdh,Login,149.140.151.73,Samsung Galaxy S22,Google Chrome,Ath,36,2024-03-15T08:06:02Z,User accessed the account via Google Chrome from 149.140.151.73.
487,31,ecochdi,Login,69.202.22.40,HP Pavilion Laptop,Opera,Anggana,70,2024-11-02T06:45:29Z,User logged in from mobile device HP Pavilion Laptop using Opera.
488,18,jtwyningdj,Login,77.123.82.81,Google Pixel 7,Mozilla Firefox,Santa Cruz,34,2024-12-11T15:15:13Z,New login detected from Google Pixel 7 in Santa Cruz.
489,42,rsimmansdk,Login,123.60.214.22,Dell XPS 13,Google Chrome,El Calafate,38,2024-05-15T17:35:21Z,User successfully logged into the system from El Calafate on Dell XPS 13.
490,34,mmcgenisdl,Login,246.183.236.178,Lenovo ThinkPad,Google Chrome,Kattaqo’rg’on,86,2024-12-29T16:11:52Z,User accessed the account via Google Chrome from 246.183.236.178.
491,45,rgarthdm,Logout,114.24.198.167,Xiaomi Mi 11,Opera,Łomazy,59,2024-02-23T01:45:53Z,User logged out from IP 114.24.198.167.
492,6,fbondesendn,Login,231.133.208.138,Microsoft Surface Pro,Microsoft Edge,Pakalongan,98,2024-08-21T15:19:02Z,User successfully logged into the system from Pakalongan on Microsoft Surface Pro.
